gameid,title,developers,publishers,genres,supported_languages,release_date
3281560,Horror Game To Play With Friends! Playtest,,,,,2024-10-21
3280930,Eternals' Path Playtest,,,,,2024-10-17
3280770,ANGST: A TALE OF SURVIVAL - Singleplayer Playtest,,,,,2024-10-13
3279790,Montabi Playtest,,,,,2024-10-13
3278320,파이팅걸 유리 Playtest,,,,,2024-10-12
3278740,NEURO,['Revolt Games'],['Strategy First'],['Action'],"['English', 'Russian']",2024-10-11
3277430,Objective: F.E.A.S.T. Playtest,,,,,2024-10-12
3276500,Fortune Avenue Playtest,,,,,2024-10-09
3274370,Beyond the Ordinary Playtest,,,,,2024-10-11
3274670,Quantum Joe Playtest,,,,,2024-10-11
3270850,Keep Your Eyes Open,['Texerikus'],['Texerikus'],['Indie'],['English'],2024-10-21
3271040,Fission Playtest,,,,,2024-10-16
3270450,Cursed Companions Playtest,,,,,2024-10-19
3269910,勇者村庄 Playtest,,,,,2024-10-06
3268170,Hat Helpers Playtest,,,,,2024-10-07
3267350,Tiny Shooters,['madilumar'],['Thetinyverse'],"['Action', 'Free To Play']",['English'],2024-10-19
3266750,Astoaria Playtest,,,,,2024-10-04
3266470,Futanari Sex Adventures - Episode 5,['EroticGamesClub'],['EroticGamesClub'],"['Adventure', 'Casual', 'Indie']",['English'],2024-10-17
3266060,Creatures Of War Playtest,,,,,2024-10-14
3264280,Vampire Rancher Playtest,,,,,2024-10-10
3264110,AUTO_BATTLER_RPG,['Kadragon Games'],['Kadragon Games'],"['Casual', 'RPG']",['English'],2024-10-22
3263360,Creatures After Calamity Playtest,,,,,2024-10-04
3263370,FART BUBBLE DX,['かべろくん'],['かべろくん'],['Casual'],"['English', 'Japanese']",2024-10-21
3263450,Dear My Friend - 我的挚友 Playtest,,,,,2024-10-07
3263470,7 Days Playtest,,,,,2024-10-08
3263590,Mazzle Halloween,['Blender Games'],['Blender Games'],"['Casual', 'Indie']","['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Arabic', 'Bulgarian', 'Vietnamese', 'Greek', 'Danish', 'Simplified Chinese', 'Traditional Chinese', 'Korean', 'Norwegian', 'Dutch', 'Polish', 'Portuguese - Brazil', 'Portuguese - Portugal', 'Russian', 'Romanian', 'Thai', 'Turkish', 'Hungarian', 'Ukrainian', 'Finnish', 'Czech', 'Swedish', 'Japanese', 'Indonesian', 'Spanish - Latin America', 'Azerbaijani', 'Albanian', 'Amharic', 'Assamese', 'Afrikaans', 'Basque', 'Bangla', 'Bosnian', 'Belarusian', 'Valencian', 'Welsh', 'Wolof', 'Armenian', 'Galician', 'Georgian', 'Gujarati', 'Hindi', 'Dari', 'Estonian', 'Zulu', 'Yoruba', 'Kazakh', 'Kannada', 'Catalan', 'Quechua', 'Kyrgyz', 'Konkani', 'Khmer', 'Xhosa', ""K'iche'"", 'Latvian', 'Lithuanian', 'Luxembourgish', 'Macedonian', 'Malay', 'Malayalam', 'Maltese', 'Maori', 'Marathi', 'Mongolian', 'Nepali', 'Odia', 'Punjabi (Shahmukhi)', 'Punjabi (Gurmukhi)', 'Persian', 'Kinyarwanda', 'Serbian', 'Sotho', 'Sinhala', 'Sindhi', 'Scots', 'Slovak', 'Slovenian', 'Sorani', 'Swahili', 'Tajik', 'Tamil', 'Tatar', 'Telugu', 'Tigrinya', 'Tswana', 'Turkmen', 'Uzbek', 'Uyghur', 'Urdu', 'Filipino', 'Hausa', 'Croatian', 'Cherokee', 'Hebrew', 'Irish', 'Icelandic', 'Igbo']",2024-10-17
3263050,Cenk The Chopper Playtest,,,,,2024-10-08
3262270,The Laser Games Playtest,,,,,2024-10-08
3261860,CAIGE: Cum Overflow,['Zapt5454'],['Zapt5454'],"['Casual', 'Free To Play']",['English'],2024-10-18
3261870,Multiplayer Ninjas,['Archor Wright'],['Archor Games'],"['Action', 'Indie']",['English'],2024-10-15
3262150,Formicarium Playtest,,,,,2024-10-04
3262200,JetpackPush,['SeikaGames'],['SeikaGames'],"['Casual', 'Indie', 'Strategy']","['English', 'French', 'Italian', 'German', 'Simplified Chinese', 'Korean', 'Spanish - Latin America', 'Japanese', 'Portuguese - Brazil', 'Russian']",2024-10-15
3261370,Pogo Knight,['Jimzzy'],['Jimzzy'],"['Action', 'Adventure', 'Indie']",['English'],2024-10-22
3260870,Sexy Memory Puzzle - Pool Massage,['EroticGamesClub'],['EroticGamesClub'],"['Casual', 'Indie']",['English'],2024-10-12
3260920,Sexy Memory Puzzle - Gay BDSM,['EroticGamesClub'],['EroticGamesClub'],"['Casual', 'Indie']",['English'],2024-10-20
3260490,Cowgirl Trainer,['Noxurtica'],['Noxurtica'],"['Indie', 'RPG', 'Free To Play']",['English'],2024-10-19
3259810,Voodoo Pin,['Type-B'],['Type-B'],"['Casual', 'Indie', 'Sports']","['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Danish', 'Russian', 'Bulgarian', 'Hungarian', 'Turkish', 'Greek', 'Norwegian', 'Czech', 'Japanese', 'Polish', 'Thai', 'Swedish', 'Simplified Chinese', 'Traditional Chinese', 'Romanian', 'Finnish', 'Dutch', 'Portuguese - Brazil', 'Portuguese - Portugal', 'Arabic', 'Korean']",2024-10-19
3259940,舒舒服服小岛时光 Playtest,,,,,2024-10-10
3260050,Shop Simulator Pet Shop Playtest,,,,,2024-10-12
3258800,Niva,['Stellar Vault'],['Creajeux'],"['Action', 'Adventure', 'Indie', 'Free To Play']","['English', 'French']",2024-10-18
3259020,Sculplings Playtest,,,,,2024-10-04
3258140,Mystic Warfare Playtest,,,,,2024-09-30
3256980,Guitar Fretter,['Rob Stenzinger'],['Rob Stenzinger'],"['Action', 'Casual', 'Indie']",['English'],2024-10-17
3256370,魔法符石 Playtest,,,,,2024-10-15
3256170,异兔传说 Playtest,,,,,2024-09-30
3255400,Zone Meditation,"['Kevin Wacknov', 'Stuart Heller PhD 7th Dan']",['Mind Body Aware Games LLC'],"['Casual', 'Free To Play', 'Education']",['English'],2024-10-11
3255440,Left to Float,['Chris Antoni'],['Chris Antoni'],['Indie'],['English'],2024-10-15
3255520,Bombseeker Playtest,,,,,2024-10-03
3198310,Orendale Playtest,,,,,2024-09-04
2230230,Justice Seeker: Unsafe Data Playtest,,,,,2022-12-08
3255600,Poly Fire,['Abdalrahman Hamid'],['Abdalrahman'],['Action'],['English'],2024-10-16
3255000,Sexy Memory Puzzle - Gay Pool,['EroticGamesClub'],['EroticGamesClub'],"['Casual', 'Indie']",['English'],2024-10-08
3255190,To the Kingdom Playtest,,,,,2024-10-22
3254320,World Rally Arcade,['Toby Holloway'],['Toby Holloway'],"['Casual', 'Racing', 'Sports', 'Free To Play']",['English'],2024-10-13
3254440,RZR,['SeikaGames'],['SeikaGames'],"['Action', 'Adventure', 'Casual', 'Indie', 'Free To Play']","['English', 'French', 'Italian', 'German', 'Simplified Chinese', 'Korean', 'Spanish - Latin America', 'Japanese', 'Portuguese - Brazil', 'Russian']",2024-10-17
3254480,Software Dev Tycoon Playtest,,,,,2024-10-04
3254040,One Bear Army Playtest,,,,,2024-09-30
3254130,BLOOD=BULLETS,['Slendykray'],['Slendykray'],"['Action', 'Indie']",['English'],2024-10-22
3254180,Dino Age: Dinosaur Survival Game Playtest,,,,,2024-10-01
3253220,Make it! Crepe,['SAT-BOX'],['SAT-BOX'],"['Action', 'Casual', 'Indie']","['English', 'Japanese']",2024-10-10
3252910,Party blackout Playtest,,,,,2024-09-27
3253070,The Gate,['Nexus Media'],['Nexus Media'],"['Adventure', 'Casual', 'Indie']",['English'],2024-10-09
3253210,Catto's Post Office Playtest,,,,,2024-09-27
3252300,决斗胜歌 Playtest,,,,,2024-09-27
3252500,Melt Them All,['coderKillo'],['coderKillo'],"['Action', 'Indie', 'Simulation']",['English'],2024-10-13
3252590,Sexy Memory Puzzle - Futanari Doctor,['EroticGamesClub'],['EroticGamesClub'],"['Casual', 'Indie']",['English'],2024-10-06
3252210,GUG Playtest,,,,,2024-09-27
3251370,Lawnmower Game: 2024,"['Tero Lunkka', 'Valkeala Software']",['Valkeala Software'],"['Casual', 'Racing', 'Simulation']",['English'],2024-10-09
3251610,Space Memory: Dogs,['Quantum Quiver Games'],['Quantum Quiver Games'],['Casual'],"['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Arabic', 'Bulgarian', 'Vietnamese', 'Greek', 'Danish', 'Simplified Chinese', 'Traditional Chinese', 'Korean', 'Norwegian', 'Dutch', 'Polish', 'Portuguese - Brazil', 'Portuguese - Portugal', 'Russian', 'Romanian', 'Thai', 'Turkish', 'Hungarian', 'Ukrainian', 'Finnish', 'Czech', 'Swedish', 'Japanese', 'Indonesian', 'Spanish - Latin America', 'Azerbaijani', 'Albanian', 'Amharic', 'Assamese', 'Afrikaans', 'Basque', 'Bangla', 'Bosnian', 'Belarusian', 'Valencian', 'Welsh', 'Wolof', 'Armenian', 'Galician', 'Georgian', 'Gujarati', 'Hindi', 'Dari', 'Estonian', 'Zulu', 'Yoruba', 'Kazakh', 'Kannada', 'Catalan', 'Quechua', 'Kyrgyz', 'Konkani', 'Khmer', 'Xhosa', ""K'iche'"", 'Latvian', 'Lithuanian', 'Luxembourgish', 'Macedonian', 'Malay', 'Malayalam', 'Maltese', 'Maori', 'Marathi', 'Mongolian', 'Nepali', 'Odia', 'Punjabi (Shahmukhi)', 'Punjabi (Gurmukhi)', 'Persian', 'Kinyarwanda', 'Serbian', 'Sotho', 'Sinhala', 'Sindhi', 'Scots', 'Slovak', 'Slovenian', 'Sorani', 'Swahili', 'Tajik', 'Tamil', 'Tatar', 'Telugu', 'Tigrinya', 'Tswana', 'Turkmen', 'Uzbek', 'Uyghur', 'Urdu', 'Filipino', 'Hausa', 'Croatian', 'Cherokee', 'Hebrew', 'Irish', 'Icelandic', 'Igbo']",2024-10-09
3294120,Centipede Gun Playtest,,,,,2024-10-18
3292870,Hopeless Sea Playtest,,,,,2024-10-18
3291420,The Czar is Dead 2 Playtest,,,,,2024-10-18
3286850,Jinchou Playtest,,,,,2024-10-17
3286340,Junxions Playtest,,,,,2024-10-16
3284050,Halloween Stories: Written in Blood Collector's Edition,['Elephant Games AR'],['Big Fish Games'],"['Adventure', 'Casual']","['English', 'French', 'German']",2024-10-17
3283700,Islets Defense Playtest,,,,,2024-10-18
3282840,Our Journey Playtest,,,,,2024-10-14
3282640,Insurrection Playtest,,,,,2024-10-14
1431940,Outwars,['SingleTrac Entertainment Technologies'],['Ziggurat'],['Action'],['English'],2021-05-11
1431950,Decks & Daggers,['Osarion'],['Osarion'],"['Adventure', 'Indie', 'RPG', 'Strategy']",['English'],2021-10-08
1432000,Timeline Traveler II: Dream,['Mifux Studio'],['Mifux Studio'],"['Action', 'Adventure', 'Casual', 'Indie', 'RPG', 'Strategy', 'Early Access']","['English', 'Traditional Chinese']",2020-10-29
1432020,Jay Schilling's Edge of Chaos,['Jolt Country'],['Jolt Country'],['Adventure'],['English'],2021-12-21
1432050,Nobody Saves the World,['DrinkBox Studios'],['DrinkBox Studios'],"['Action', 'Adventure', 'Indie', 'RPG']","['English', 'French', 'Italian', 'German', 'Korean', 'Portuguese - Brazil', 'Russian', 'Simplified Chinese', 'Spanish - Latin America', 'Japanese']",2022-01-18
1432100,The Bookwalker: Thief of Tales,['DO MY BEST'],['tinyBuild'],"['Adventure', 'Indie']","['English', 'Russian', 'French', 'Italian', 'German', 'Spanish - Spain', 'Japanese', 'Korean', 'Portuguese - Brazil', 'Simplified Chinese']",2023-06-22
1432110,Puzzle Bowling,['Defroids'],['Defroids'],"['Casual', 'Indie']","['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Bulgarian', 'Czech', 'Danish', 'Dutch', 'Finnish', 'Greek', 'Hungarian', 'Japanese', 'Korean', 'Norwegian', 'Polish', 'Portuguese - Portugal', 'Portuguese - Brazil', 'Romanian', 'Russian', 'Simplified Chinese', 'Spanish - Latin America', 'Swedish', 'Turkish', 'Ukrainian']",2020-11-27
1431550,Secure the Skies,['Double Uppercut Games'],['Double Uppercut Games'],"['Action', 'Casual', 'Indie', 'Free To Play']",['English'],2020-11-17
1431570,GLASS,['TeamSnowball'],['TSB'],"['Adventure', 'Casual', 'Indie']","['English', 'Japanese', 'Simplified Chinese', 'Traditional Chinese', 'Russian', 'Vietnamese']",2020-11-22
1431610,Prison Simulator Prologue,['Baked Games'],"['Baked Games', 'PlayWay S.A.']","['Action', 'RPG', 'Simulation']","['English', 'Polish', 'Simplified Chinese', 'Italian', 'German', 'Spanish - Spain', 'Turkish', 'French', 'Russian']",2021-05-20
1431620,Cybercube battle,"['Vitok', 'Kedexa']",['Vitok'],"['Action', 'Casual', 'Indie']",['English'],2020-10-16
1431630,Gallic Wars: Battle Simulator Prologue,['MadGamesmith'],['WIG Publishing'],"['Simulation', 'Strategy']","['English', 'Polish', 'French', 'Italian', 'German', 'Portuguese - Portugal', 'Russian', 'Simplified Chinese', 'Spanish - Latin America']",2020-10-16
1431690,Mr. Hibbl,['ThiGames'],['ThiGames'],"['Adventure', 'Casual', 'Indie']","['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Greek', 'Polish', 'Portuguese - Portugal', 'Russian', 'Simplified Chinese', 'Turkish']",2020-10-30
1431720,Evergate: Ki's Awakening,['Stone Lantern Games'],['PQube'],"['Action', 'Adventure', 'Indie', 'Free To Play']",['English'],2020-10-29
1431730,TRY TO WIN 2,['The Overall Angle'],['The Overall Angle'],"['Adventure', 'Indie']",['English'],2020-10-12
1431770,JungleKnight,['scgame'],['scgame'],"['Adventure', 'Casual', 'Free To Play', 'Indie', 'Strategy']",['Simplified Chinese'],2020-10-16
1431780,The Black Heart,['Andrés Borghi'],['Saibot Studios'],"['Action', 'Adventure', 'Indie']","['English', 'Spanish - Latin America', 'Spanish - Spain']",2021-10-21
1431790,剑与羁绊,['y2工作室'],['y2工作室'],"['Adventure', 'Casual', 'RPG', 'Simulation']",['Simplified Chinese'],2020-10-16
1431840,Murder by Moonlight - Call of the Wolf,['eFunSoft Games'],['HH-Games'],['Casual'],['English'],2020-10-09
1431850,The Tartarus Key,['Vertical Reach'],['Armor Games Studios'],['Adventure'],['English'],2023-05-31
1431890,Starfighter Renegade,['MadeOfDinosaurs'],['MadeOfDinosaurs'],"['Action', 'Indie']",['English'],2022-11-25
1431150,LongPath,['abdulkadir cam'],['Teorldegames'],"['Adventure', 'Indie', 'Early Access']",['English'],2020-10-15
1431170,Pepo,['TeamBUD'],['TeamBUD'],"['Action', 'Indie']","['English', 'Korean', 'Japanese', 'Simplified Chinese', 'Traditional Chinese']",2022-01-31
1431180,DON'T WAKE THE NIGHT,['Brujería @ Werk'],['Brujería @ Werk'],['Indie'],['English'],2020-10-28
1431190,Bunny's Trail,['ShortStackStudio'],['ShortStackStudio'],['Casual'],['English'],2020-11-17
1431210,MahJong - Medieval Fantasy,['Boogygames Studios'],['Boogygames Studios'],"['Action', 'Adventure', 'Casual', 'Indie', 'RPG', 'Strategy']",['English'],2020-10-19
1431220,"10mg: SLASHER, Interrupted",['Softerror Interactive'],['10mg'],"['Casual', 'Indie', 'RPG', 'Simulation']",['English'],2020-10-15
1431230,Gods of Sand,"['Achenar Studios', 'Sad Socket']",['Sad Socket'],"['Indie', 'RPG', 'Simulation', 'Strategy', 'Early Access']","['English', 'Portuguese - Brazil']",2022-02-07
1431240,Coloring Book for Adults,['Peaksel'],['Peaksel'],"['Casual', 'Free To Play']","['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Arabic', 'Czech', 'Danish', 'Dutch', 'Finnish', 'Hungarian', 'Japanese', 'Korean', 'Norwegian', 'Polish', 'Portuguese - Portugal', 'Portuguese - Brazil', 'Romanian', 'Russian', 'Simplified Chinese', 'Spanish - Latin America', 'Swedish', 'Thai', 'Turkish', 'Ukrainian', 'Vietnamese']",2020-11-05
1431270,Arcana Sands of Destiny,['Invoke Games'],['Invoke Games'],"['Adventure', 'Casual', 'Indie']","['English', 'Russian', 'German']",2020-12-10
1431290,Sam & Max: This Time It's Virtual!,['HappyGiant'],['Big Sugar'],"['Adventure', 'Indie']","['English', 'French', 'Spanish - Spain']",2021-09-10
1431350,Santa Claus in Trouble (HD),['Joymania Development'],['Joymania Development'],"['Action', 'Casual']","['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Russian', 'Turkish', 'Czech', 'Dutch', 'Polish', 'Portuguese - Portugal', 'Ukrainian', 'Japanese', 'Simplified Chinese']",2020-12-20
1431370,ThrustWorks,['Wacky Wallaby'],['Dystopian Edge Publishing'],"['Action', 'Adventure', 'Casual', 'Indie', 'Simulation']",['English'],2020-10-22
1431380,Mage World - The Wizard's Stone,['darksciencelab'],['darksciencelab'],"['Action', 'Adventure', 'Casual', 'Indie', 'Early Access']",['English'],2020-10-28
1431420,10mg: Cover Me In Leaves,['Elliot Herriman'],['10mg'],['Indie'],['English'],2020-10-15
1431430,Tiny Island,['Geeky House'],['Geeky House'],"['Adventure', 'Casual', 'Indie', 'Simulation']",['English'],2023-05-24
1431450,Do I smell Pizza?,['Bad Kid Games'],['Bad Kid Games'],"['Casual', 'Indie', 'Strategy']","['English', 'Portuguese - Brazil']",2021-03-05
1431470,Mythos Ever After: A Cthulhu Dating Sim,['Stegalosaurus Game Development'],['Stegalosaurus Game Development'],"['Adventure', 'Indie']",['English'],2020-10-28
2224990,Sweetlads' Werewolf Playtest,,,,,2024-10-07
3048880,Trouble of Tabu Playtest,,,,,2024-06-24
1430720,Clash of Warlords,['XINLINE GAMES'],['XINLINE GAMES'],['Strategy'],"['Simplified Chinese', 'Traditional Chinese']",2021-02-07
1430740,Mine Crazy: The Korean Grinder,['Dano Sato'],['RealMono Inc.'],"['Casual', 'Indie', 'RPG', 'Simulation']",['English'],2020-10-08
1430810,World of Wonder,['Andrew Grbac'],['Andrew Grbac'],"['Action', 'Adventure']",['English'],2021-05-13
1430820,Monstermonger,['George Gilbert'],['George Gilbert'],"['Casual', 'Indie', 'Strategy', 'Early Access']",['English'],2020-10-19
1430970,Astatos,['Studio Klondike Australia'],['Studio Klondike'],"['Adventure', 'Indie', 'Strategy', 'Early Access']","['English', 'Simplified Chinese', 'Traditional Chinese']",2021-12-16
1430980,Space Love Delta,['Kavorkaplay'],['Kavorkaplay'],"['Casual', 'Indie', 'Simulation']",['English'],2020-10-19
1431020,Blurple Food Wars,['Patrick Milholland'],['Patrick Milholland'],"['Action', 'Casual', 'Indie']","['English', 'French', 'Italian', 'German', 'Japanese', 'Korean', 'Simplified Chinese', 'Traditional Chinese', 'Portuguese - Brazil', 'Russian', 'Spanish - Latin America', 'Ukrainian']",2021-01-12
1431040,Golazo! Soccer League,['Purple Tree S R L'],['Purple Tree S R L'],"['Casual', 'Sports']","['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Japanese', 'Polish', 'Portuguese - Portugal', 'Russian', 'Turkish']",2020-11-02
1431100,RollerBaller,"['RedKar Devs', 'Unknown Studios']",['RedKar Devs'],"['Action', 'Casual', 'Racing']","['English', 'Polish', 'Russian', 'German']",2020-11-14
1430200,Space Empires III,['Malfador Machinations'],['Strategy First'],['Strategy'],['English'],2020-10-08
1430240,The Space in Between,"['Emily Pitcher', 'Ray Hsiao', 'Alan Guan', 'Hayden Nuyens', 'Elizabeth Han', 'Julia Lee', 'Wei', 'Richard Cheng']","['Emily Pitcher', 'Ray Hsiao', 'Alan Guan', 'Hayden Nuyens', 'Wei', 'Richard Cheng']","['Adventure', 'Casual', 'Free To Play', 'Indie']",['English'],2021-01-18
1430280,Angry Emoji The Game,['TrilliGames'],['TrilliGames'],"['Action', 'Casual', 'Indie', 'Early Access']",['English'],2020-12-23
1430310,NetGunner,['Timesink'],['DigiPen Institute of Technology'],"['Action', 'Free To Play']",['English'],2020-10-12
1430320,Boom Face,['2 Barrel Arts'],['2 Barrel Arts'],"['Action', 'Indie']",['English'],2020-11-01
1430340,Vocal Space Shooter,"['Pinion Game Studio', 'Hugo Yasha Games']",['Punion Game Studio'],"['Casual', 'Indie']",['English'],2020-11-13
1430420,CBT With Yuuka Kazami,['Sigyaad Team'],['Sigyaad Team'],['Casual'],"['English', 'Japanese']",2020-10-19
1430640,Into The Haze,['MSOFT'],['MSOFT'],"['Action', 'Adventure', 'Indie', 'Early Access']","['English', 'Thai']",2021-02-05
1430680,Clash: Artifacts of Chaos,['ACE Team'],['Nacon'],"['Action', 'Adventure', 'Indie']","['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Japanese', 'Korean', 'Polish', 'Portuguese - Brazil', 'Russian', 'Simplified Chinese', 'Traditional Chinese', 'Spanish - Latin America']",2023-03-09
1430690,Stay Safe 2020,['Mohamed Shiyam'],['Mohamed Shiyam'],"['Adventure', 'Free To Play', 'Indie', 'RPG']",['English'],2021-12-07
1429780,Marble Maid,['Shady Corner Games'],['Shady Corner Games'],['Adventure'],['English'],2020-11-04
1429820,Neko Nyaa~,['BrickCream'],['BrickCream'],"['Casual', 'Indie', 'Simulation']",['English'],2022-03-22
1429870,Vectro Blast,['Sagittaras Games'],['Sagittaras Games'],"['Action', 'Indie']","['English', 'Czech']",2020-11-19
1429890,Singularity,"['Jingjing Shen', 'Cody Wren', 'David Tree']",['Screen South'],"['Casual', 'Simulation']",['English'],2020-12-21
1429950,Apotheker,['Pine Drake Games'],['Pine Drake Games'],"['Casual', 'Indie']",['English'],2020-11-20
1430010,迷途,['白雪山工作室'],['白雪山工作室'],"['Adventure', 'Casual', 'Indie', 'Simulation', 'Early Access']",['Simplified Chinese'],2020-11-09
1430030,THE MONSTER OF MEMORY:DESTINY,"['Narrator', 'Tong Li Publishing Co.']",['Tong Li Publishing Co.'],"['Adventure', 'Casual']","['English', 'Japanese', 'Simplified Chinese', 'Traditional Chinese']",2020-11-27
1430040,Jump Again!,['Dymchick1'],['Dymchick1'],"['Action', 'Adventure', 'Indie']",['English'],2020-10-23
1430070,Too Different,['Hosted Games'],['Hosted Games'],"['Adventure', 'Casual', 'Indie', 'RPG']",['English'],2020-10-09
1430100,Fade,['Azimyth Studios'],['Azimyth Studios'],"['Indie', 'RPG']",['English'],2020-10-29
1428880,CONSORTIUM VR,['Interdimensional Games Inc'],['Interdimensional Games Inc'],"['Adventure', 'RPG', 'Simulation']","['English', 'German', 'Spanish - Latin America', 'French']",2024-05-21
1424720,墨心：波云诡船,['1001 Studio'],['1001 Studio'],"['Adventure', 'Indie']",['Simplified Chinese'],2020-11-11
1430120,Moving Letters,['Airem'],['Airem'],"['Casual', 'Indie']","['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Arabic', 'Bulgarian', 'Traditional Chinese', 'Simplified Chinese', 'Czech', 'Danish', 'Finnish', 'Greek', 'Spanish - Latin America', 'Dutch', 'Japanese', 'Korean', 'Norwegian', 'Polish', 'Portuguese - Portugal', 'Portuguese - Brazil', 'Russian', 'Romanian', 'Swedish', 'Thai', 'Turkish', 'Ukrainian', 'Vietnamese', 'Hungarian', 'Belarusian']",2020-10-16
1430140,Space Empires II,['Malfador Machinations'],['Strategy First'],['Strategy'],['English'],2020-10-13
1430160,LineArt Jigsaw Puzzle - Erotica,['EGC Games'],['EGC Games'],"['Casual', 'Indie']",['English'],2020-10-20
1430180,Musical Balls,['Avery Kirby'],['Avery Kirby'],"['Casual', 'Indie']",['English'],2022-07-15
1429350,MH-Zombie,['Raulworks'],['Raulworks'],"['Action', 'Casual', 'Simulation']",['English'],2022-03-27
1429400,Mousebound,['GNos Games'],['GNos Games'],"['Adventure', 'Casual', 'Indie', 'Early Access']","['English', 'Spanish - Spain', 'Japanese', 'Korean', 'Russian', 'Simplified Chinese']",2020-10-23
1429480,HoneyLand,['Caio Flavio'],['Remix Games'],"['Casual', 'Indie', 'Strategy']","['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Bulgarian', 'Simplified Chinese', 'Traditional Chinese', 'Korean', 'Danish', 'Spanish - Latin America', 'Finnish', 'Greek', 'Dutch', 'Hungarian', 'Japanese', 'Norwegian', 'Polish', 'Portuguese - Portugal', 'Portuguese - Brazil', 'Romanian', 'Russian', 'Swedish', 'Thai', 'Czech', 'Turkish', 'Ukrainian', 'Vietnamese', 'Arabic']",2020-10-19
1429500,Frontier Hunter: Erza’s Wheel of Fortune,['IceSitruuna'],"['IceSitruuna', 'NPC Entertainment']","['Action', 'Adventure', 'Casual', 'Indie', 'RPG']","['English', 'Russian', 'Japanese', 'Simplified Chinese', 'Traditional Chinese', 'French', 'Italian', 'German', 'Korean', 'Portuguese - Brazil', 'Spanish - Latin America']",2024-07-26
1429530,Azlan: Rise of the Burlpups,['Ministry of Immersion'],['Ministry of Immersion'],['Strategy'],['English'],2020-12-22
1429610,~府城少女~ 以妳為名的府城情書,['kolorogame'],['kolorogame'],"['Indie', 'RPG', 'Simulation']",['Traditional Chinese'],2021-02-25
1429630,The King of Warriors : Battle in the Three Kingdoms,['UnieWare'],['UnieWare'],"['Action', 'Indie']","['English', 'Korean']",2021-10-07
1429640,HINGE VR,['Arcadia'],['Arcadia'],"['Action', 'Adventure', 'RPG']","['English', 'Russian', 'German', 'French', 'Spanish - Spain', 'Simplified Chinese']",2020-11-28
1429670,Dungeon Lord,"['TALESSHOP Co., Ltd.']","['TALESSHOP Co., Ltd.']","['Adventure', 'Casual', 'Indie']","['Korean', 'English', 'Japanese']",2020-10-20
1429680,Space Plane,['Artur Petrov'],['Artur Petrov'],['Indie'],['English'],2021-03-09
1429700,ARCADEON VR,['Actura Studios'],['Actura Studios'],"['Action', 'Casual', 'Indie']",['English'],2021-07-09
1429730,Project Mirror,['Dogsnake Games'],['Dogsnake Games'],"['Action', 'Indie']",['English'],2021-03-31
1429740,Raji: Prologue,['Nodding Heads Games'],['Nodding Heads Games'],"['Action', 'Adventure', 'Indie', 'Free To Play']","['English', 'French', 'Italian', 'German', 'Spanish - Spain', 'Korean', 'Portuguese - Brazil', 'Russian', 'Simplified Chinese']",2020-10-05
1428780,Animal Rescuer,['Turquoise Revival Games'],['Turquoise Revival Games'],"['Action', 'Adventure', 'Indie', 'RPG']","['English', 'Turkish', 'French', 'German', 'Polish', 'Italian', 'Spanish - Spain', 'Spanish - Latin America', 'Portuguese - Brazil', 'Portuguese - Portugal', 'Russian', 'Simplified Chinese', 'Japanese', 'Korean', 'Ukrainian', 'Czech']",2020-12-22
1428790,MADHACK,['WHITE TIGERS Games'],['WHITE TIGERS Games'],"['Adventure', 'Casual', 'Indie', 'Strategy']","['English', 'Spanish - Spain', 'Portuguese - Brazil', 'Turkish']",2021-02-21
